file,line,category,phrase,classification,severity,action,context
docs/research/2026-05-20_claude_complementary_research_roadmap.md,252,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"|---|---|---| | Number of papers | 1 (benchmark) | 4 (one per direction) | | Posture | Retrospective: characterize what's there | Prospective: introduce new methodology | | Engineering vs science | Engineering + statistics | Mechanism + personalization + AI workflow + privacy | | Time horizon | 1-2 years (single paper) | 2-3 years (thesis-level program) | | Risk profile | Lower; established methodology paper | Higher per direction; higher novelty per paper | | Recency anchors | Forecasting reviews, SzCORE, SOTA in field | Mechanistic interpretability, TTA, conformal under shift, AI-for-science, diffusion privacy, federated medical |"
docs/research/2026-05-20_consolidated_task_scoring.md,59,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"| 20 | Task 7 — Audit workbench UI | Codex | 20 | 17 | 7 | 7 | 6 | 5 | **62** | unblocked, but W2 is a stronger angle | | 22 | F2 — Federated benchmark protocol | Claude | 8 | 14 | 11 | 10 | 10 | 7 | **60** | blocked on 6 | | 23 | P3 — N=1 longitudinal deep dive | Claude | 16 | 11 | 9 | 9 | 7 | 7 | **59** | blocked on 14 | | 23 | Task 20 — Paper artifact package | Codex | 20 | 13 | 3 | 13 | 5 | 5 | **59** | blocked on everything else | | 25 | Task 13 — Patient-adaptive hierarchical baselines | Codex | 18 | 11 | 7 | 10 | 7 | 5 | **58** | blocked on 5 | | 26 | Task 14 — Small supervised model ladder | Codex | 17 | 12 | 3 | 12 | 6 | 4 | **54** | blocked on 6 | | 27 | Task 10 — External SOTA reproduction | Codex | 17 | 12 | 5 | 8 | 6 | 5 | **53** | blocked on 14 |"
docs/research/2026-05-20_consolidated_task_scoring.md,81,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"Novelty 13 (the application to a real clinical benchmark with forensic-grade audit trail is novel — most AI-for-science case studies are math / pure ML).  **What it delivers concretely:** - Forensic extraction from git log + chat: who proposed what, what failed in   review, what would have shipped without review. - Quantified findings (e.g., ""3/3 first SOTA-citation PRs had ≥1 integrity   issue caught in review; Task 4 with explicit upfront work order merged with"
docs/research/2026-05-20_fused_task_scoring_codex_challenge.md,86,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,| 10 | **Task 5 — Calibration/BSS report** | Codex | 76 | 76 | **76.0** | done / merged | | 11 | **Task 12 — Observability/missingness** | Codex | 74 | 78 | **76.0** | partly blocked on frozen artifacts | | 12 | **Task 17 — Statistical robustness** | Codex | 66 | 84 | **75.0** | unblocked after Task 5; citable after Task 6 | | 13 | **M1 — Sparse autoencoders** | Claude | 82 | 64 | **73.0** | blocked on Task 14 | | 14 | **Task 7 — Audit workbench UI** | Codex | 62 | 81 | **71.5** | unblocked | | 15 | **Task 16 — Edge-aware ablation** | Codex | 71 | 72 | **71.5** | blocked on trained models | | 16 | **Task 10 — External SOTA reproduction** | Codex | 53 | 88 | **70.5** | unblocked for at least one family | | 17 | **P1 — Test-time adaptation** | Claude | 76 | 61 | **68.5** | blocked on Task 14; leakage risk |
docs/research/2026-05-20_q1_publishable_task_roadmap.md,43,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"- Seizure forecast reviews emphasize probabilistic forecasting, AUC/Brier/BSS,   and standardized validation:   https://pmc.ncbi.nlm.nih.gov/articles/PMC11447137/ - SzCORE shows how seizure evaluation can become publishable as an open   standard, not just a model comparison:   https://arxiv.org/abs/2402.13005 - Wearable biosignal foundation models are now relevant SOTA context, but they   should be treated as transfer-learning baselines, not as a substitute for"
docs/research/2026-05-20_q1_publishable_task_roadmap.md,203,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"- Feature generation never reads future events. - Synthetic periodic seizures are recovered. - Randomized seizure times destroy the apparent cycle skill.  Scientific value:  This directly addresses current wearable forecasting SOTA, where cycles are a central mechanism. It is also interpretable to clinicians."
docs/research/2026-05-20_q1_publishable_task_roadmap.md,206,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"Scientific value:  This directly addresses current wearable forecasting SOTA, where cycles are a central mechanism. It is also interpretable to clinicians.  ### Task 10 - External SOTA Reproduction Under Our Runner"
docs/research/2026-05-20_q1_publishable_task_roadmap.md,208,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"This directly addresses current wearable forecasting SOTA, where cycles are a central mechanism. It is also interpretable to clinicians.  ### Task 10 - External SOTA Reproduction Under Our Runner  Branch suggestion: `codex/reproduce-first-sota`"
docs/research/2026-05-20_q1_publishable_task_roadmap.md,234,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"- The reproduced model runs through `scripts/make_leaderboard_row.py`. - The report separates detection, early warning, and forecasting. - Any mismatch with the original paper is explicit.  Scientific value:  This is the difference between ""we compare narratively to SOTA"" and ""we put SOTA through our public benchmark""."
docs/research/2026-05-20_q1_publishable_task_roadmap.md,235,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"- The report separates detection, early warning, and forecasting. - Any mismatch with the original paper is explicit.  Scientific value:  This is the difference between ""we compare narratively to SOTA"" and ""we put SOTA through our public benchmark""."
docs/research/2026-05-20_q1_publishable_task_roadmap.md,487,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,1. Task 5: Calibration/BSS report. 2. Task 6: Gate C split freeze and artifact registry. 3. Task 7: Manual clinical timeline audit workbench. 4. Task 8: Forecastability atlas. 5. Task 9: Multiday cycle features. 6. Task 10: First external SOTA reproduction. 7. Task 11: SeizeIT2 full-benchmark track.
docs/research/2026-05-20_q1_publishable_task_roadmap.md,517,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,1. Gate C freeze. 2. Manual label audit. 3. Null-corrected calibration/BSS report. 4. Forecastability atlas. 5. Multiday cycle baseline. 6. One external SOTA reproduction. 7. Statistical confidence intervals.
docs/research/2026-05-20_q1_publishable_task_roadmap.md,546,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- Do not report real-data benchmark numbers before Gate C. - Do not compare detection and forecasting in the same row. - Do not use AUC as the main clinical headline. - Do not hide patients or horizons that are not forecastable. - Do not claim first wearable seizure forecasting. - Do not use SOTA papers without verified DOI/URL and task compatibility. - Do not run large GPU experiments until labels, splits, nulls, and clinical"
docs/research/2026-05-20_q1_publishable_task_roadmap.md,555,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"## Conclusion  The project becomes publishable when it stops trying to win by one model score and instead wins by scientific discipline: public data, frozen artifacts, audited labels, constrained nulls, calibrated skill, forecastability maps, SOTA reproduction, statistical uncertainty, and transparent failure analysis."
docs/research/2026-05-20_step1_execution_log.md,1,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,# Step 1 Execution Log - SOTA Leaderboard
docs/research/2026-05-20_step1_execution_log.md,5,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,# Step 1 Execution Log - SOTA Leaderboard  Date: 2026-05-20 Operator: Codex Branch: `codex/sota-leaderboard-step1` Base: `origin/feature/epibench-forecast-v0.1@307c55d`
docs/research/2026-05-20_step1_execution_log.md,34,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"```bash git status --short --branch git remote -v git branch --all --verbose --no-abbrev | sed -n '1,80p' git log --oneline --decorate -8 git fetch origin main git worktree add -b codex/sota-leaderboard-step1 /tmp/epitwin-main-sota-step1 origin/main find docs reports scripts src tests -maxdepth 2 -type f | sort | sed -n '1,220p'"
docs/research/2026-05-20_step1_execution_log.md,43,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,mkdir -p docs/research ```  Recovery commands after the user corrected the target branch:  ```bash git fetch origin main feature/epibench-forecast-v0.1 codex/sota-leaderboard-step1 git worktree add -b codex/sota-leaderboard-step1-on-feature \
docs/research/2026-05-20_step1_execution_log.md,44,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,```  Recovery commands after the user corrected the target branch:  ```bash git fetch origin main feature/epibench-forecast-v0.1 codex/sota-leaderboard-step1 git worktree add -b codex/sota-leaderboard-step1-on-feature \   /tmp/epitwin-feature-sota-step1 \
docs/research/2026-05-20_step1_execution_log.md,45,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,Recovery commands after the user corrected the target branch:  ```bash git fetch origin main feature/epibench-forecast-v0.1 codex/sota-leaderboard-step1 git worktree add -b codex/sota-leaderboard-step1-on-feature \   /tmp/epitwin-feature-sota-step1 \   origin/feature/epibench-forecast-v0.1
docs/research/2026-05-20_step1_execution_log.md,58,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,- No merge conflicts. - Original Step 1 files landed cleanly on top of   `origin/feature/epibench-forecast-v0.1@307c55d`. - The docs were then edited to replace the mistaken `origin/main` base with the   correct feature-branch base.  Web research was used because the user explicitly requested SOTA research and the latest comparable epilepsy benchmarks can change. The research focused on
docs/research/2026-05-20_step1_execution_log.md,64,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"Web research was used because the user explicitly requested SOTA research and the latest comparable epilepsy benchmarks can change. The research focused on primary papers, open-access articles, and benchmark/dataset sources.  ## Files Added  - `docs/research/2026-05-20_step1_sota_leaderboard_plan.md` - `docs/research/2026-05-20_step1_sota_sources.csv`"
docs/research/2026-05-20_step1_execution_log.md,65,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"the latest comparable epilepsy benchmarks can change. The research focused on primary papers, open-access articles, and benchmark/dataset sources.  ## Files Added  - `docs/research/2026-05-20_step1_sota_leaderboard_plan.md` - `docs/research/2026-05-20_step1_sota_sources.csv` - `docs/research/2026-05-20_step1_experiment_backlog.csv`"
docs/research/2026-05-20_step1_execution_log.md,90,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"git diff --check git status --short --branch python - <<'PY' import csv from pathlib import Path for path in [     Path('docs/research/2026-05-20_step1_sota_sources.csv'),     Path('docs/research/2026-05-20_step1_experiment_backlog.csv'),"
docs/research/2026-05-20_step1_execution_log.md,119,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- The roadmap avoids the common error of comparing seizure detection and seizure   forecasting as the same task. - The backlog points to concrete mergeable branches.  Risks:  - This step is not a measured reproduction of SOTA yet. - Some SOTA studies use private or partly non-matching datasets, so future"
docs/research/2026-05-20_step1_execution_log.md,120,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"forecasting as the same task. - The backlog points to concrete mergeable branches.  Risks:  - This step is not a measured reproduction of SOTA yet. - Some SOTA studies use private or partly non-matching datasets, so future   comparisons must label unreproducible references as external context."
docs/research/2026-05-20_step1_sota_leaderboard_plan.md,1,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,# Step 1 - SOTA Leaderboard And Contribution Gap Plan
docs/research/2026-05-20_step1_sota_leaderboard_plan.md,4,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,# Step 1 - SOTA Leaderboard And Contribution Gap Plan  Date: 2026-05-20 Branch: `codex/sota-leaderboard-step1` retargeted onto `origin/feature/epibench-forecast-v0.1@307c55d`
docs/research/2026-05-20_step1_sota_leaderboard_plan.md,6,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,# Step 1 - SOTA Leaderboard And Contribution Gap Plan  Date: 2026-05-20 Branch: `codex/sota-leaderboard-step1` retargeted onto `origin/feature/epibench-forecast-v0.1@307c55d` Scope: turn the current project into a reproducible SOTA comparison program.
docs/research/2026-05-20_step1_sota_leaderboard_plan.md,15,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,This step does not train a new model. It defines the first research layer that will let us turn the repository from a course replication into a publishable benchmark contribution.  1. Establish the current baseline position from repository evidence. 2. Map the relevant SOTA families for wearable seizure detection and seizure    forecasting.
docs/research/2026-05-20_step1_sota_leaderboard_plan.md,56,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"- `main` currently supports an edge seizure-detection story on SeizeIT2 LOSO. - `feature/epibench-forecast-v0.1` adds a leakage-aware forecasting benchmark   direction with an MSG HR patient-wise result. - A major contribution requires unifying those into one evaluated benchmark:   detection, forecasting, calibration, false alarms, leakage, and edge cost.  ## SOTA Map"
docs/research/2026-05-20_step1_sota_leaderboard_plan.md,103,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"- Boundary: sampled human label attestation; not a final clinical efficacy   claim; SeizeIT2 forecasting excluded until duplicate recording-range issues   are resolved. **Not citable until Gate C closes** (see   `reports/msg_patientwise_clinical_baseline_2026-05-20.md`).  This is a stronger research direction, but it must be reproduced under a standard leaderboard schema, frozen at Gate C, and compared against SOTA baselines before being claimed as a major contribution."
docs/research/2026-05-20_step1_sota_leaderboard_plan.md,116,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"2. `main` SeizeIT2 is a small edge subset, not a full SeizeIT2 benchmark. 3. MSG forecasting result is active on the feature branch but not yet represented    in a unified leaderboard. 4. No constrained null model or Brier Skill Score is used to prove    better-than-chance forecasting. 5. Cycle modeling is currently weak: hour-of-day only, no multiday HR cycles. 6. No SOTA reproduction runner exists for Matrix Profile, MADRID,    TimeVQVAE-AD, ChronoNet, or LSTM forecasting."
docs/research/2026-05-20_step1_sota_leaderboard_plan.md,151,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"2. Add a leaderboard schema and CLI that accepts any prediction table and emits    event-level metrics, calibration, Brier Skill Score, FAR/day, TIW, and edge    cost metadata. 3. Add constrained null models: rate-matched random, cycle-preserving random,    patient-specific seizure-rate prior. 4. Add multiday HR-cycle features and compare them against the current HR MLP. 5. Reproduce at least one external SOTA family on our standard runner:    Matrix Profile/MADRID for ECG detection or LSTM/cycle forecasting for"
docs/research/2026-05-20_step1_sota_leaderboard_plan.md,160,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,## Audit Of Result  What is strong:  - The path to publication is now explicit. - The SOTA comparison avoids false equivalence between detection and forecasting. - The next step is implementable without changing the entire repository.
docs/research/2026-05-20_step1_sota_leaderboard_plan.md,165,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- The path to publication is now explicit. - The SOTA comparison avoids false equivalence between detection and forecasting. - The next step is implementable without changing the entire repository.  What remains weak:  - The SOTA table is a research map, not measured reproduction yet. - Some papers use private datasets, so not every reported number can be fairly"
docs/research/2026-05-20_task2_leaderboard_schema.md,82,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"`flash_kb`, `latency_ms`, `energy_mj_per_inference`  The citable status is deliberately explicit:  - `pre_gate_c_exploratory_not_citable` - `gate_c_frozen_citable` - `external_sota_context` - `synthetic_smoke_test_not_citable`"
docs/research/2026-05-20_task2_leaderboard_schema.md,91,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"## Audit Of Result  Strengths:  - The schema prevents silent citation of pre-Gate-C numbers. - Detection, forecasting, external SOTA, synthetic checks, and edge-cost rows   can share one table."
docs/research/2026-05-20_task2_leaderboard_schema.md,102,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,Limitations:  - This is a schema only; Task 3 still needs the evaluation runner that writes   rows from prediction/event files. - JSON Schema validation is not wired into a CLI yet. - Brier Skill Score is represented but not computed here. - External SOTA rows will still require manual provenance checks because many   papers do not expose raw predictions.
docs/research/2026-05-20_task3_leaderboard_runner.md,100,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- The runner currently supports event units `seizure` and `cluster`; schema   placeholders for `window`, `episode`, and `not_applicable` remain for future   tasks. - JSON Schema validation is structural through header/key checks, not a full   JSON Schema validator dependency. - External SOTA rows are not generated here; they still need a separate manual   provenance workflow."
docs/research/2026-05-22_general_status_and_roadmap.md,24,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"> constraints, not as naive preictal/interictal window classification.  The current repository contains a broad, tested scaffold for public wearable seizure-risk forecasting: dataset parsers, SPH/SOP labels, leakage-aware splits, clinical metrics, null models, calibration, conformal intervals, leaderboard schemas, Gate C registry checks, audit tooling, clinical utility, forecastability analysis, SOTA-comparison scaffolds, robustness reports, workflow forensics, and paper artifact packaging."
docs/research/2026-05-22_general_status_and_roadmap.md,119,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,- Task 5: calibration/Brier Skill Score reports; - Task 6: Gate C registry guardrails; - W2/T7: active audit selection and clinical timeline audit workbench; - P2: conformal/personal risk intervals; - T8: forecastability atlas; - T9: multiday cycle features; - T10: external SOTA reproduction bridge; - T11: SeizeIT2 full-track scaffold;
docs/research/2026-05-22_general_status_and_roadmap.md,150,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"### Done  - The repo has a coherent scientific thesis and operating playbook. - The package has a broad, testable benchmark scaffold. - Real MSG and SeizeIT2 pathways exist at pipeline-check level. - Leaderboard, calibration, nulls, conformal, clinical utility, atlas,   observability, robustness, external-SOTA, and paper-package infrastructure   exist."
docs/research/2026-05-22_general_status_and_roadmap.md,153,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- The package has a broad, testable benchmark scaffold. - Real MSG and SeizeIT2 pathways exist at pipeline-check level. - Leaderboard, calibration, nulls, conformal, clinical utility, atlas,   observability, robustness, external-SOTA, and paper-package infrastructure   exist. - Anti-hallucination and claims-surface guardrails were added. - The SOTA boundary is corrected: EpiTwin-Open is not framed as the first   wearable seizure-forecasting system; Nasseri 2025 is the direct wearable"
docs/research/2026-05-22_general_status_and_roadmap.md,197,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- Gate B: source/timeline audit has to prove the labels are reliable. - Gate C: frozen benchmark artifacts have to make runs reproducible and   pre-registered. - Baselines: transparent null/rule/cycle baselines must run on the frozen   benchmark. - Comparisons: direct and contextual SOTA comparisons must be separated by   modality, task, horizon, split, and data type."
docs/research/2026-05-22_general_status_and_roadmap.md,252,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,- treat SPH60/SOP1440 as coverage-limited unless proven otherwise; - include SOP 240 min or another well-powered horizon; - report seizure-level and cluster-level denominators; - analyze unmatched-onset reasons explicitly.  ### Risk 4 - Overclaiming SOTA
docs/research/2026-05-22_general_status_and_roadmap.md,263,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"Mitigation:  - compare only when task, modality, horizon, split, and dataset type are   compatible; - use SeizureFormer as contextual long-horizon forecasting, not direct HR/steps   competition; - use Nasseri 2025 as the direct wearable SOTA boundary."
docs/research/2026-05-22_general_status_and_roadmap.md,403,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,1. Pre-register the frozen protocol. 2. Rerun transparent baselines on frozen artifacts. 3. Produce citable leaderboard rows. 4. Generate forecastability atlas and clinical utility reports from frozen    outputs. 5. Run statistical robustness and SOTA-positioning matrix.
docs/research/2026-05-22_general_status_and_roadmap.md,443,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,"EpiTwin-Open has evolved from a seizure-detection prototype into a rigorous open benchmark framework for calibrated wearable seizure-risk forecasting. The contribution is not just a neural network: it is a full evaluation stack with SPH/SOP labels, ictal/postictal exclusion, right-censoring, leakage-aware splits, event-level metrics, alarm-burden constraints, calibration/Brier Skill Score, conformal uncertainty, active clinical audit tooling, forecastability and observability analysis, SOTA-positioning scaffolds, and reproducibility guardrails. The work is not yet a final publishable clinical-result paper"
docs/research/2026-05-22_p3_n1_longitudinal_deep_dive.md,52,scope_or_generality,generalizable,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- segment-level summaries; - event-neighborhood rows around positive windows; - failure categories when supplied by Task 19.  ## Scientific Guardrails  - The report is explicitly single-patient and not generalizable. - It is descriptive, not causal."
docs/research/2026-05-23_gate_c_msg_source_recovery_freeze.md,12,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,This run recovers the real My Seizure Gauge source tables required by Gate C: `recordings` and `events`. It then materializes frozen Gate C `events/labels/splits` artifacts for the MSG SPH60/SOP1440 track.  This is a structural data/split freeze. It does not create model performance numbers and it does not compare against SOTA.
docs/SOTA_CITATION_AUDIT_2026-05-18.md,1,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,# SOTA Citation Integrity Audit
docs/SOTA_CITATION_AUDIT_2026-05-18.md,4,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"# SOTA Citation Integrity Audit  Date: 2026-05-18 Scope: `docs/SOTA_REVIEW_2026.md` Method: each listed external source was resolved in a browser, then checked for title/topic/content"
docs/SOTA_CITATION_AUDIT_2026-05-18.md,18,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"case-study claim.  ## Source Checks  | # | Source | Resolution method | Verdict | |---|---|---|---| | 1 | SeizeIT2 dataset paper, `https://www.nature.com/articles/s41597-025-05580-x` | Opened Nature/Scientific Data article; title, abstract, dataset size, modalities, hospital setting, and OpenNeuro/BIDS description matched the SOTA use. | VERIFIED | | 2 | My Seizure Gauge Long-term Wearable Data, `https://zenodo.org/records/17380899` | Opened Zenodo record; title, dataset DOI `10.5281/zenodo.17380899`, 11 participants, wrist HR/steps, EEG-confirmed seizures, and 337-day average matched the SOTA use. | VERIFIED |"
docs/SOTA_CITATION_AUDIT_2026-05-18.md,19,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"## Source Checks  | # | Source | Resolution method | Verdict | |---|---|---|---| | 1 | SeizeIT2 dataset paper, `https://www.nature.com/articles/s41597-025-05580-x` | Opened Nature/Scientific Data article; title, abstract, dataset size, modalities, hospital setting, and OpenNeuro/BIDS description matched the SOTA use. | VERIFIED | | 2 | My Seizure Gauge Long-term Wearable Data, `https://zenodo.org/records/17380899` | Opened Zenodo record; title, dataset DOI `10.5281/zenodo.17380899`, 11 participants, wrist HR/steps, EEG-confirmed seizures, and 337-day average matched the SOTA use. | VERIFIED | | 3 | Nasseri et al., `https://doi.org/10.1111/epi.18466` | DOI and article metadata verified through Monash (`https://research.monash.edu/en/publications/forecasting-epileptic-seizures-with-wearable-devices-a-hybrid-sho/`) and Mayo (`https://mayoclinic.elsevierpure.com/en/publications/forecasting-epileptic-seizures-with-wearable-devices-a-hybrid-sho/`) institutional records after DOI lookup; title, Epilepsia 2025 citation, 11 participants, HR/steps, EEG-confirmed seizures, and short/long horizon forecasting matched the SOTA use. | VERIFIED |"
docs/SOTA_CITATION_AUDIT_2026-05-18.md,20,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"## Source Checks  | # | Source | Resolution method | Verdict | |---|---|---|---| | 1 | SeizeIT2 dataset paper, `https://www.nature.com/articles/s41597-025-05580-x` | Opened Nature/Scientific Data article; title, abstract, dataset size, modalities, hospital setting, and OpenNeuro/BIDS description matched the SOTA use. | VERIFIED | | 2 | My Seizure Gauge Long-term Wearable Data, `https://zenodo.org/records/17380899` | Opened Zenodo record; title, dataset DOI `10.5281/zenodo.17380899`, 11 participants, wrist HR/steps, EEG-confirmed seizures, and 337-day average matched the SOTA use. | VERIFIED | | 3 | Nasseri et al., `https://doi.org/10.1111/epi.18466` | DOI and article metadata verified through Monash (`https://research.monash.edu/en/publications/forecasting-epileptic-seizures-with-wearable-devices-a-hybrid-sho/`) and Mayo (`https://mayoclinic.elsevierpure.com/en/publications/forecasting-epileptic-seizures-with-wearable-devices-a-hybrid-sho/`) institutional records after DOI lookup; title, Epilepsia 2025 citation, 11 participants, HR/steps, EEG-confirmed seizures, and short/long horizon forecasting matched the SOTA use. | VERIFIED | | 4 | Costa et al., `https://www.nature.com/articles/s41598-024-56019-z` | Opened Nature/Scientific Reports article; title, abstract, EPILEPSIAE EEG cohort, and prediction-vs-forecasting framing matched the SOTA use. | VERIFIED |"
docs/SOTA_CITATION_AUDIT_2026-05-18.md,21,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"| # | Source | Resolution method | Verdict | |---|---|---|---| | 1 | SeizeIT2 dataset paper, `https://www.nature.com/articles/s41597-025-05580-x` | Opened Nature/Scientific Data article; title, abstract, dataset size, modalities, hospital setting, and OpenNeuro/BIDS description matched the SOTA use. | VERIFIED | | 2 | My Seizure Gauge Long-term Wearable Data, `https://zenodo.org/records/17380899` | Opened Zenodo record; title, dataset DOI `10.5281/zenodo.17380899`, 11 participants, wrist HR/steps, EEG-confirmed seizures, and 337-day average matched the SOTA use. | VERIFIED | | 3 | Nasseri et al., `https://doi.org/10.1111/epi.18466` | DOI and article metadata verified through Monash (`https://research.monash.edu/en/publications/forecasting-epileptic-seizures-with-wearable-devices-a-hybrid-sho/`) and Mayo (`https://mayoclinic.elsevierpure.com/en/publications/forecasting-epileptic-seizures-with-wearable-devices-a-hybrid-sho/`) institutional records after DOI lookup; title, Epilepsia 2025 citation, 11 participants, HR/steps, EEG-confirmed seizures, and short/long horizon forecasting matched the SOTA use. | VERIFIED | | 4 | Costa et al., `https://www.nature.com/articles/s41598-024-56019-z` | Opened Nature/Scientific Reports article; title, abstract, EPILEPSIAE EEG cohort, and prediction-vs-forecasting framing matched the SOTA use. | VERIFIED | | 5 | Carmo et al., `https://link.springer.com/article/10.1007/s00415-024-12655-z` | Opened Springer/Journal of Neurology article; title, systematic-review/meta-analysis scope, AUC/BSS figures, and standardization concerns matched the SOTA use. | VERIFIED |"
